localidad,NOMBRE EFECTOR COMUNITARIO,RNEJyP,CÓDIGO ACTIVIDAD 2014 MODIFICADO,TALLER,nombre_a,calle,numero,partido,provincia,codpostal,distrito,edificio,piso,dpto,barrio,fax
MERLO,CLUB DE AMIGOS DE LA 3ERA EDAD VILMA B DE ROJAS DE JYP,02-074-001-299,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CLUB AMIGOS DE LA 3ª EDAD VILMA DE ROJAS JYP,BELGRANO,1345,MERLO,2,1722,0,,,,,0220-4943519
MERLO,C DE LA 3ERA EDAD VOLVER A VIVIR DE JYP,02-074-001-829,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C DE LA 3ERA EDAD VOLVER A VIVIR,DE MARIA *,2760,MERLO,2,1722,3,,,,,REF.0220-489-2292
HURLINGHAM,CJYP 26 DE ENERO,02-077-011-220,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP 26 DE ENERO,CETRANGOLO *,310,HURLINGHAM,2,1688,0,,,,,4450-9098
HURLINGHAM,CJYP FUERZA Y VOLUNTAD,02-077-011-929,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP FUERZA Y VOLUNTAD,ARENAL,2030,HURLINGHAM,2,1688,0,,,,,4662-5603*
SAN ANTONIO DE PADUA,LA ESMERALDA SUD,02-074-013-877,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP LA ESMERALDA SUD,LISANDRO DE LA TORRE,856,MERLO,2,1718,3,,,,,REF. 0220-4820455*
HURLINGHAM,ALAS DE ESPERANZA,02-077-006-233,,1101 - GIMNASIA,"CENTRO DE JUB PENS Y/O RETIRADOS ""ALAS DE ESPERANZA""",CIUDADELA Y C. LORENZINI,S/N,HURLINGHAM,2,1688,0,,,,,4459-6423
HAEDO,CJYP HAEDO SUR,02-077-008-198,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,HAEDO SUR C JYP,SUIPACHA,203,MORON,2,1706,0,,,,,REF. 4650-9245*
HURLINGHAM,CJYP ALAS DE ESPERANZA,02-077-006-233,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CENTRO DE JUB PENS Y/O RETIRADOS ""ALAS DE ESPERANZA""",CIUDADELA Y C. LORENZINI,S/N,HURLINGHAM,2,1688,0,,,,,4459-6423
MORON,EL SOL DE MORËN,02-077-001-219,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,"CTRO. DE J,P, Y ADHERENTES EL SOL DE MORON",CARMEN DE PATAGONES*,1075,MORON,2,1708,0,,,,,
EL PALOMAR,CJYP GRAL SAN MARTIN,02-077-004-281,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE BARRIO GAONA GRAL SAN MARTIN,AGUSTIN ALVAREZ*,414,MORON,2,1708,0,,,,,44594918*
MARIANO ACOSTA,T.E.A. TODOS EN ARMON═A,02-074-002-036,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP TEA (TODOS EN ARMONIA),FINLAY,745,MERLO,2,1723,3,,,,,
MERLO,CJYP TACUARI,02-074-001-239,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C RECREATIVO DE JYP TACUARI,TACUARI *,235,MERLO,2,1722,3,,,,,0220-4831161 PTE
ITUZAINGO,PARQUE GRAL. ALVEAR,02-077-007-148,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP PARQUE  ALVEAR,LOMAS DE ZAMORA,1660,ITUZAINGO,2,1714,0,,,,,4621-2863*4661-1261*
ITUZAINGO,LOS MANZANARES,02-077-007-025,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP LOS MANZANARES,STA LUCIA,1660,MORON,2,1714,0,,,,,
MERLO,CTRO MERLO SUR DE JUB. Y PENS. DE MERLO,02-074-001-910,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C MERLO SUR DE JYP DE MERLO, AV. 25 DE MAYO *,1143,MERLO,2,1722,3,,,,,4450-0120*
MORON,CJYP SAN JORGE,02-077-001-181,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP SAN JORGE,PADRE CASTAÑARES,894,MORON,2,1708,0,,,,,
ITUZAINGO,CJYP LA AMISTAD DE ITUZAINGO,02-077-007-087,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LA AMISTAD  DE ITUZAINGO,TEL AVIV,1609,MORON,2,1714,0,,,,,4624-4949*
ITUZAINGO,LA AMISTAD DE ITUZAINGO,02-077-007-087,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP LA AMISTAD  DE ITUZAINGO,TEL AVIV,1609,MORON,2,1714,0,,,,,4624-4949*
LIBERTAD,VILLA AMELIA,02-074-006-493,,1101 - GIMNASIA,C JYP VILLA AMELIA,COLOMBIA,21,MERLO,2,1716,3,,,,,REF. 155-504-7037*
MORON,CJYP EL SOL DE MORON,02-077-001-219,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CTRO. DE J,P, Y ADHERENTES EL SOL DE MORON",CARMEN DE PATAGONES*,1075,MORON,2,1708,0,,,,,
CASTELAR,CASTELAR OESTE,02-077-002-357,,1405 - CANTO / CORO,C JYP DE CASTELAR OESTE,ARREDONDO *,3280,MORON,2,1712,0,,,,,REF. 4624-8894*
ITUZAINGO,CJYP LOS MANZANARES,02-077-007-025,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LOS MANZANARES,STA LUCIA,1660,MORON,2,1714,0,,,,,
WILLIAM MORRIS,CJYP SANTA CLARA,02-077-006-843,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP SANTA CLARA,DOLORES DE HUICI,2688,HURLINGHAM,2,1686,0,,,,,4665-7838*/6411*
VILLA TESSEI,CJYP EL TREBOL,02-077-011-246,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP EL TREBOL DE CIUDAD SANTOS TESSEI,ESTEBAN BONORINO,246,MORON,2,1688,0,,,,,
MERLO,ASOCIACION DEJYP ALGO PARA RECORDAR,02-074-001-882,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,ASOC CIVIL JYP ALGO PARA RECORDAR,TELLIER,736,MERLO,2,1722,3,,,,,4890265*
VILLA TESSEI,ENCUENTRO LA AMISTAD,02-077-011-041,,1408 - ARTESANÍAS / MANUALIDADES,CENTRO DE LA 3ª EDAD ENCUENTRO DE LA AMISTAD,GARRIGOS,4424,MORON,2,1688,0,,,,,15-6648-2915*
HURLINGHAM,CJYP MI ESPERANZA,02-077-006-023,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP MI ESPERANZA DE HURLINGHAM,MAESTRO PIROVANO,2496,MORON,2,1686,0,,,,,4459-2147*
VILLA TESSEI,CJYP BARRIO MITRE,02-077-011-570,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,ASOC CIVIL C JYP BARRIO MITRE,FELIX FRIAS *,3732,MORON,2,1688,0,,,,,4452-8100
ITUZAINGO,CJYP MARTIN FIERRO,02-077-007-032,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP MARTIN FIERRO,ESPERANZA,1156,MORON,2,1714,0,,,,,4624-0307*
VILLA TESSEI,SIEMPRE UNIDOS,02-077-011-051,,1101 - GIMNASIA,C JYP SIEMPRE UNIDOS DE VILLA TESSEI,CARAGUATA,150,MORON,2,1688,0,,,,,4665-3367*
ITUZAINGO,CJYP BARRIO AERONAUTICO,02-077-007-492,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DEL BARRIO AERONAUTICO,RANGUGNI,2803,ITUZAINGO,2,1714,0,,,,,4621-1078*
MERLO,CJYP LA CASONA,02-074-001-611,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LA CASONA,CONSTITUCION (CASA 60),78,MERLO,2,1722,3,,,,H IRIGOYEN,0220-4856181*
HAEDO,CJYP LA AMISTADDE HAEDO,02-077-008-042,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LA AMISTAD,PTE. PERON,2850,MORON,2,1706,0,,,,,REF. 4641-7799*
MERLO,UNIËN CERVANTES,02-074-003-498,,1101 - GIMNASIA,C JYP UNION CERVANTES,12 DE FEBRERO,1199,MERLO,2,1722,3,,,,,0220-400-3627*
TRUJUI,TRUJUI,02-076-011-330,,1101 - GIMNASIA,C JYP DE TRUJUI,ECHEVERRIA *,10465,MORENO,2,1774,2,,,,,0237-4015445*
VILLA TESSEI,CJYP BARRIO ATEPAM,02-077-011-309,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP BARRIO ATEPAM,SALAZAR *,270,HURLINGAM,2,1688,0,,,,,4450-3521*/
HAEDO NORTE,LOS AMIGOS DE HAEDO NORTE,02-077-008-098,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP LOS AMIGOS DE HAEDO NORTE,DORREGO,2178,MORON,2,1706,0,,,,,4460-0877//4443-3047
MERLO,CLUB DE LA 3ERA EDAD JUB Y PENS RETIRADOS DE MERLO,02-074-001-222,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CLUB DE LA 3ª EDAD JYP MERLO,GUEMES,1830,MERLO,2,1722,0,,,,,0220-482-6250* CTRO
MERLO,TACUARI,02-074-001-239,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C RECREATIVO DE JYP TACUARI,TACUARI *,235,MERLO,2,1722,3,,,,,0220-4831161 PTE
CASTELAR,BARRIO MARINA,02-077-007-069,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP BARRIO MARINA,CASACUBERTA,3801,MORON,2,1712,0,,,,,4692-2373*
MERLO,CJYP VIVIR,02-074-001-247,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CENTRO DE JYP ""VIVIR""",ALSINA,250,MERLO,2,1722,0,,,,,0220-482-6456/8383
ITUZAINGO,IRUPE,02-077-007-659,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JPYR IRUPE,GABRIELA MISTRAL *,1242,ITUZAINGO,2,1714,0,,,,,4621-0295*
HAEDO,CJYP LA PORTEÐA,02-077-008-511,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,ASOC JYP FERROVIARIOS LA PORTEÑA,2ª RIVADAVIA*,15638,MORON,2,1706,0,,,,,4443-2712/4443-3701
HURLINGHAM,CJYP BARRIO LUNA,02-077-006-117,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP BARRIO LUNA,MASCAGNI   *,2950,MORON,2,1686,0,,,,,1566109600*
MERLO,CLUB AMIGOS DE LA TERCERA EDAD VILMA B. DE ROJAS DE JUB. Y PENS.,02-074-001-299,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CLUB AMIGOS DE LA 3ª EDAD VILMA DE ROJAS JYP,BELGRANO,1345,MERLO,2,1722,0,,,,,0220-4943519
HURLINGHAM,BARRIO LUNA,02-077-006-117,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP BARRIO LUNA,MASCAGNI   *,2950,MORON,2,1686,0,,,,,1566109600*
ITUZAINGO,CJYP BARRIO EL PILAR,02-077-007-174,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C DE JYP BARRIO EL PILAR,ORIBE,1994,ITUZAINGO,2,1714,0,,,,,REF. 4621-7504
MARIANO ACOSTA,CJYP T.E.A,02-074-002-036,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP TEA (TODOS EN ARMONIA),FINLAY,745,MERLO,2,1723,3,,,,,
LIBERTAD,ASOCIACION CIUDAD DE LIBERTAD,02-074-006-321,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,ASOC JYP DE LA CIUDAD DE LIBERTAD,VICTORIA *,2372,MERLO,2,1716,3,,,,,0237-4626125*
HURLINGHAM,CJYP PARQUE QUIRNO,02-077-006-891,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP PARQUE QUIRNO,BERGAMINI,1676,HURLINGHAM,2,1686,0,,,,,
EL PALOMAR,PALOMAR CENTRO,02-077-004-164,,1101 - GIMNASIA,ASOC JP Y RET DE EL PALOMAR CENTRO,AV. MARCONI *,496,MORON,2,1684,0,,,,,4751-4663
MORON,IMAN,02-077-001-071,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP IMAN,CASA SANTA MARTA,2163,MORON,2,1708,0,,,,, 4690-3302*
ITUZAINGO,LA AMISTAD DE ITUZAINGO,02-077-007-087,,1101 - GIMNASIA,C JYP LA AMISTAD  DE ITUZAINGO,TEL AVIV,1609,MORON,2,1714,0,,,,,4624-4949*
MORON,SAN MIGUEL,02-077-001-084,,1408 - ARTESANÍAS / MANUALIDADES,C JYP SAN MIGUEL,SOLARI,3043,MORON,2,1708,0,,,,,4697-6459
MERLO,C DE LA 3ERA EDAD AMIGOS UNIDOS,02-074-016-495,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C DE LA 3° EDAD AMIGOS UNIDOS,ROBERTO PAYRO,2368,MERLO,2,1722,3,,,,,4806-7044*
LIBERTAD,CJYP CORAJE Y VICTORIA,02-074-006-139,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CENTRO DE JYP ""CORAJE Y VICTORIA""",VICTORIA *,1619,MERLO,2,1716,3,,,,,4892194
ITUZAINGO,C RECREATIVO DE LA TERCERA EDAD SOLIDARIDAD,02-077-007-242,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CENTRO RECREATIVO DE LA TERCERA EDAD ""SOLIDARIDAD""",LA RASTRA,827,MORON,2,1714,0,,,,,
MERLO,ASOC. DE JUB. Y PENS. ALGO PARA RECORDAR,02-074-001-882,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,ASOC CIVIL JYP ALGO PARA RECORDAR,TELLIER,736,MERLO,2,1722,3,,,,,4890265*
VILLA SARMIENTO,CJYP EL HORNERO,02-077-033-459,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP EL HORNERO,ESTANISLAO DEL CAMPO,1021,MORON,2,1706,0,,,,,REF. 4460-1605*
EL PALOMAR,CJYP PALOMAR CENTRO,02-077-004-164,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,ASOC JP Y RET DE EL PALOMAR CENTRO,AV. MARCONI *,496,MORON,2,1684,0,,,,,4751-4663
PASO DEL REY,EMILIO MITRE DEL PARTIDO DE MORENO,02-076-009-004,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CENTRO DE  JYP EMILIO MITRE DEL PARTIDO DE MORENO,BOULEVARD  ALCORTA,645,MORENO,2,1744,2,,,,,
ITUZAINGO NORTE,CJYP MARIA EVA,02-077-007-196,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP. MARÍA EVA,BACACAY  *,1009,ITUZAINGO,2,1714,0,,,,,4624-1782/7621
MERLO,CJYP DEL PARTIDO DE MERLO,02-074-001-078,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DEL PARTIDO DE MERLO,AV. REAL *,575,MERLO,2,1722,3,,,,,REF. 0220-4850761*
CASTELAR,CJyP San Juan Bautista,02-077-002-279,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP SAN JUAN BAUTISTA,MIRO GABRIEL,2860,MORON,2,1712,0,,,,,REF. 4692-3180**
ITUZAINGO,PARQUE GRAL. ALVEAR,02-077-007-148,,1101 - GIMNASIA,C JYP PARQUE  ALVEAR,LOMAS DE ZAMORA,1660,ITUZAINGO,2,1714,0,,,,,4621-2863*4661-1261*
MORENO,CJYP 3ERA EDAD AMOR Y FE,02-076-001-159,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JP Y 3 EDAD AMOR Y FE,MIERO *,974,MORENO,2,1744,3,,,,,0237-463-5542*
MORENO,CTRO 3ERA EDAD ALEGRIA,02-076-001-235,,1101 - GIMNASIA,CENTRO DE TERCERA EDAD LA ALEGRIA,SHAKESPEARE,672,MORENO,2,1744,0,(LOCAL 1),,,LA VICTORIA,0237-468-5547* TES
MORENO,CJYP LAS FLORES,02-076-011-106,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP 3° EDAD LAS FLORES,RAMON FRANCO,6120,TRUJUY,2,1744,3,,,,,0237-4811725/6840*
MORENO,CJYP LA GRANJA,02-076-001-109,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP Y ADH LA GRANJA CTRO DE LA 3ø EDAD,MAGALLANES *,3075,MORENO,2,1744,3,,,,,0237-481-6876*
PASO DEL REY,CJYP LOS LEALES,02-076-009-107,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,ASOC CIVIL LOS LEALES DE PASO DEL REY,PIO XII,2778,MORENO,2,1742,3,,,,,0237-463-3448*
PASO DEL REY,CLUB DE LA TERCERA EDAD MARIANO MORENO,02-076-001-382,,1101 - GIMNASIA,CLUB DE LA 3¦ EDAD JPY ADH. MARIANO MORENO,JUSTO DARACT,1969,MORENO,2,1744,2,,,,,0237-4620353*
L. MARILO,CJYP LOMAS DE MARILO,02-076-021-040,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LOMAS DE MARILO,MAGALLANES,2143,MORENO,2,1744,2,,,,,REF.0237-481-9021
PASO DEL REY,AMOR Y PAZ (VILLA ZAPIOLA),02-076-009-761,,1101 - GIMNASIA,CLUB DE LA 3ª EDAD JP Y ADHERENTES DE AMOR Y PAZ DE VILLA ZAPIOLA,LEBENSOHN*,4280,MORENO,2,1742,2,,,,,0237-4627598*
MORENO,CJYP BUENOS MOMENTOS,02-076-001-168,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP 3 EDAD BUENOS MOMENTOS,PARAGUAY*,2315,MORENO,2,1744,3,,,,,463-5169*
MORENO,CJYP UN CALIDO RECUERDO,02-076-001-612,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP UN CALIDO RECUERDO,MARTIN FIERRO *,5961,MORENO,2,1744,2,,,,,0237-468-2924*
VILLA TESSEI,centro unico jubilados y pensionados de ciudad de santos tessei,02-077-011-266,,1302 - REFLEXIÓN,C UNICO JYP DE CIUDAD DE SANTOS TESSEI,STEPHAN ZWEIG *,2064,MORON,2,1688,0,,,,,
VILLA TESEI,CJP AMIGOS DE LA 18 DE JULIO,02-077-011-255,1110 - Danzas tango,1110 - DANZAS TANGO,"CENTRO DE JYP ""AMIGOS DE LA 18 DE JULIO""",MALEREDO,345,MORON,2,1688,0,,,,,156-858-5300*
VILLA TESEI,CJP AMIGOS DE LA 18 DE JULIO,02-077-011-255,,1408 - ARTESANÍAS / MANUALIDADES,"CENTRO DE JYP ""AMIGOS DE LA 18 DE JULIO""",MALEREDO,345,MORON,2,1688,0,,,,,156-858-5300*
VILLA TESSEI,CJP Y RETIRADOS EL TREBOL,02-077-011-246,,1408 - ARTESANÍAS / MANUALIDADES,C JYP EL TREBOL DE CIUDAD SANTOS TESSEI,ESTEBAN BONORINO,246,MORON,2,1688,0,,,,,
VILLA TESSEI,CJP Y RETIRADOS EL TREBOL,02-077-011-246,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP EL TREBOL DE CIUDAD SANTOS TESSEI,ESTEBAN BONORINO,246,MORON,2,1688,0,,,,,
CASTELAR SUR,CJP LOS HERMANOS,02-077-002-127,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LOS HERMANOS,GIANASTACIO*,3716,MORON,2,1712,0,,,,,
CASTELAR SUR,CJP LOS HERMANOS,02-077-002-127,,1406 - ARTES PLÁSTICAS,C JYP LOS HERMANOS,GIANASTACIO*,3716,MORON,2,1712,0,,,,,
B° SAN CAYETANO,CJP SAN CAYETANO,02-076-001-049,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP SAN CAYETANO,PERU,8458,MORENO,2,1744,2,,,,,REF.0237-4817283*
B° SAN CAYETANO,CJP SAN CAYETANO,02-076-001-049,,1408 - ARTESANÍAS / MANUALIDADES,C JYP SAN CAYETANO,PERU,8458,MORENO,2,1744,2,,,,,REF.0237-4817283*
B° SAN CAYETANO,CJP SAN CAYETANO,02-076-001-049,,1403 - TEATRO,C JYP SAN CAYETANO,PERU,8458,MORENO,2,1744,2,,,,,REF.0237-4817283*
MORON,CENTRO RECREATIVO DE LA TERCERA EDAD LA ARMONIA,02-077-001-251,,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"""CENTRO RECREATIVO DE LA TERCERA EDAD LA ARMONIA""",RIVERO,2279,MORON,2,1708,0,,,,,
ITUZAINGO,CJYP LA ARMONIA,02-077-007-886,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP LA ARMONIA,CUYO,1852,ITUZAINGO,2,1714,0,,,,,REF. 4692-2307*
ITUZAINGO,CJYP MARIA DE GUADALUPE,02-077-007-095,,1101 - GIMNASIA,C JYP MARIA DE GUADALUPE,PEREZ QUINTANA,946,ITUZAINGO,2,1714,0,,,,,4623-6922*
LA REJA GRANDE,CJP Y TERCERA EDAD LA REJA GRANDE,02-076-008-203,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CTRO. DE JUB., PENS. Y 3°EDAD LA REJA GRANDE",CUYO,2051,MORENO,2,1744,0,,,,,
PASO DEL REY,CLUB DE LA TERCERA EDAD MARIANO MORENO,02-076-001-382,,1408 - ARTESANÍAS / MANUALIDADES,CLUB DE LA 3¦ EDAD JPY ADH. MARIANO MORENO,JUSTO DARACT,1969,MORENO,2,1744,2,,,,,0237-4620353*
PASO DEL REY,CLUB DE LA TERCERA EDAD MARIANO MORENO,02-076-001-382,1110 - Danzas tango,1110 - DANZAS TANGO,CLUB DE LA 3¦ EDAD JPY ADH. MARIANO MORENO,JUSTO DARACT,1969,MORENO,2,1744,2,,,,,0237-4620353*
PASO DEL REY,CJP Y ADHERENTES AMOR Y PAZ DE VILLA ZAPIOLA,02-076-009-761,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CLUB DE LA 3ª EDAD JP Y ADHERENTES DE AMOR Y PAZ DE VILLA ZAPIOLA,LEBENSOHN*,4280,MORENO,2,1742,2,,,,,0237-4627598*
PASO DEL REY,CJP Y ADHERENTES AMOR Y PAZ DE VILLA ZAPIOLA,02-076-009-761,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CLUB DE LA 3ª EDAD JP Y ADHERENTES DE AMOR Y PAZ DE VILLA ZAPIOLA,LEBENSOHN*,4280,MORENO,2,1742,2,,,,,0237-4627598*
MORENO,CJYP LOS NOGALES,02-076-001-216,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CTRO. DE JYP. LOS NOGALES,BALBI,215,MORENO,2,1744,0,,,,,REF.0237 - 4667044*
MORENO,CJYP LOS NOGALES,02-076-001-216,,1406 - ARTES PLÁSTICAS,CTRO. DE JYP. LOS NOGALES,BALBI,215,MORENO,2,1744,0,,,,,REF.0237 - 4667044*
ITUZAINGO,CJYP DE VILLA ARIZA - ITUZAINGO,02-077-012-326,,1504 - OTROS,C JYP DE VILLA ARIZA,DEFFILIPPI *,1455,ITUZAINGO,2,1714,0,,,,,4661-1474*
ITUZAINGO,CJYP DE VILLA ARIZA - ITUZAINGO,02-077-012-326,,1406 - ARTES PLÁSTICAS,C JYP DE VILLA ARIZA,DEFFILIPPI *,1455,ITUZAINGO,2,1714,0,,,,,4661-1474*
HURLINGHAM,CJYP PARQUE QUIRNO,02-077-006-891,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP PARQUE QUIRNO,BERGAMINI,1676,HURLINGHAM,2,1686,0,,,,,
ITUZAINGO,CJYP LUZ Y ESPERANZA,02-077-007-111,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CTRO JUB LUZ Y ESPERANZA,THORNES,2723,ITUZAINGO,2,1714,0,,,,,4481-1595*/1610*
ITUZAINGO,CJYP LUZ Y ESPERANZA,02-077-007-111,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CTRO JUB LUZ Y ESPERANZA,THORNES,2723,ITUZAINGO,2,1714,0,,,,,4481-1595*/1610*
L. MARILO,CJYP LOMAS DE MARILO,02-076-021-040,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP LOMAS DE MARILO,MAGALLANES,2143,MORENO,2,1744,2,,,,,REF.0237-481-9021
L. MARILO,CJYP LOMAS DE MARILO,02-076-021-040,,1408 - ARTESANÍAS / MANUALIDADES,C JYP LOMAS DE MARILO,MAGALLANES,2143,MORENO,2,1744,2,,,,,REF.0237-481-9021
MORON,CJYP SAN JORGE,02-077-001-181,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP SAN JORGE,PADRE CASTAÑARES,894,MORON,2,1708,0,,,,,
